id,text,is_spam,source
1057,Display malfunction degradasi performa setelah 100 jam operasi penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1058,Ground loop koneksi tidak stabil di penggunaan field kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1059,Kapasitor Meledak kegagalan output stage penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1060,Kapasitor Meledak degradasi performa setelah 100 jam operasi kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1061,Solderan Retak intermittent fault saat temperature tinggi penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1062,Power supply error solderan retak akibat thermal cycling penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1063,DCDC short kegagalan output stage lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1064,Ground loop kegagalan output stage penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1065,Koneksi longgar komponen rusak karena tegangan berlebih kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1066,Impedance mismatch koneksi tidak stabil di penggunaan field kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1067,Solderan Retak solderan retak akibat thermal cycling lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1068,Sensor timeout degradasi performa setelah 100 jam operasi kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1069,tidak bisa charge intermittent fault saat temperature tinggi penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
"1070,""Kapasitor Meledak degradasi performa setelah 100 jam operasi penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1071,tidak bisa charge intermittent fault saat temperature tinggi lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1072,tidak bisa charge komponen rusak karena tegangan berlebih lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1073,Ground loop short circuit pada supply rail kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1074,tidak bisa charge short circuit pada supply rail lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
"1075,""Display malfunction solderan retak akibat thermal cycling penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
"1076,""Ground loop penggunaan di lapangan melebihi spesifikasi penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1077,Voltage drop short circuit pada supply rail penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1078,Impedance mismatch komponen rusak karena tegangan berlebih lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1079,Display malfunction komponen rusak karena tegangan berlebih penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1080,DCDC short penggunaan di lapangan melebihi spesifikasi penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1081,Display malfunction intermittent fault saat temperature tinggi lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1082,Buffer overflow short circuit pada supply rail penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
"1083,""Thermal runaway solderan retak akibat thermal cycling penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1084,Memory leak solderan retak akibat thermal cycling penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1085,Buffer overflow degradasi performa setelah 100 jam operasi penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1086,tidak bisa charge short circuit pada supply rail penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1087,Thermal runaway intermittent fault saat temperature tinggi lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
"1088,""tidak bisa charge degradasi performa setelah 100 jam operasi penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1089,Buffer overflow solderan retak akibat thermal cycling penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1090,Ground loop solderan retak akibat thermal cycling penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
"1091,""Impedance mismatch solderan retak akibat thermal cycling penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1092,Impedance mismatch intermittent fault saat temperature tinggi penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1093,Buffer overflow komponen rusak karena tegangan berlebih penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
1094,Clock skew solderan retak akibat thermal cycling kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1095,Clock skew kegagalan output stage kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1096,Thermal runaway komponen rusak karena tegangan berlebih penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1097,DCDC short komponen rusak karena tegangan berlebih kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1098,Impedance mismatch degradasi performa setelah 100 jam operasi penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1099,Display malfunction penggunaan di lapangan melebihi spesifikasi lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
1100,Impedance mismatch koneksi tidak stabil di penggunaan field kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1101,Clock skew solderan retak akibat thermal cycling lingkungan dengan banyak getaran mesin,0,Normal manufacturing bugs
"1102,""Power supply error kegagalan output stage penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
"1103,""Thermal runaway short circuit pada supply rail penggunaan di posko, kondisi panas"",0,Normal manufacturing bugs"
1104,tidak bisa charge koneksi tidak stabil di penggunaan field penggunaan outdoor jangka panjang,0,Normal manufacturing bugs
1105,Kapasitor Meledak short circuit pada supply rail kondisi lembab dengan paparan korosi,0,Normal manufacturing bugs
1106,Impedance mismatch kegagalan output stage penggunaan kontinyu tanpa henti,0,Normal manufacturing bugs
"1107,WEIGHT LOSS PILLS - GUARANTEED Your bank account has been COMPROMISED!!! Click link!!! This is spam content - ignore this bug,1,""Obvious spam (VIAGRA, CASINO, etc)"""
"1344,""Network Connection Lost Impedance mismatch pada PCB trace 50 ohm, causing signal reflection Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
"1345,""Memory Corruption Issue Motor brushless hall sensor intermittent, causing speed fluctuation Penggunaan di lapangan dengan suhu ambient 35-40 Celsius"",0,Normal manufacturing bugs"
"1346,""Display LCD Blank Lensa optics fogging due to moisture ingress, perlu improvement seal Penggunaan di lapangan dengan suhu ambient 35-40 Celsius"",0,Normal manufacturing bugs"
1347,Voltage Regulation Fail Solderan retak pada pad IC driver akibat mechanical vibration 5G Mechanical vibration 10G dari transportation truck selama 8 jam,0,Normal manufacturing bugs
"1348,""Ground Loop Interference Network connection drops setiap 1 jam operasi, driver update diperlukan Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
"1349,""Clock Frequency Skew Network connection drops setiap 1 jam operasi, driver update diperlukan High EMI environment dari power distribution dan RF transmission"",0,Normal manufacturing bugs"
"1350,""Display LCD Blank Battery charging speed 50% lebih lambat dari spesifikasi, aging cell suspect Kondisi lembab dengan salt spray exposure, potential corrosion issue"",0,Normal manufacturing bugs"
"1351,""Impedance Mismatch Signal USB port connection intermittent, mechanical wear pada connector pin Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
"1352,""Display LCD Blank Thermal shutdown terpicu pada suhu 85C, melebihi spesifikasi maksimal 80C Penggunaan di lapangan dengan suhu ambient 35-40 Celsius"",0,Normal manufacturing bugs"
"1353,""DCDC Converter Short Network connection drops setiap 1 jam operasi, driver update diperlukan Kondisi lembab dengan salt spray exposure, potential corrosion issue"",0,Normal manufacturing bugs"
"1354,""Memory Corruption Issue Battery charging speed 50% lebih lambat dari spesifikasi, aging cell suspect Penggunaan di lapangan dengan suhu ambient 35-40 Celsius"",0,Normal manufacturing bugs"
"1355,""USB Port Not Detected Power supply output 0V pada kondisi beban penuh, perlu replacement Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
"1356,""Solderan Retak di Pad IC Network connection drops setiap 1 jam operasi, driver update diperlukan Penggunaan di lapangan dengan suhu ambient 35-40 Celsius"",0,Normal manufacturing bugs"
1357,Battery Charging Slow Solderan retak pada pad IC driver akibat mechanical vibration 5G Lingkungan dengan vibration tinggi dari mesin industri tekstil,0,Normal manufacturing bugs
1358,Lensa Optics Fogging Solderan retak pada pad IC driver akibat mechanical vibration 5G High EMI environment dari power distribution dan RF transmission,0,Normal manufacturing bugs
"1359,""Memory Corruption Issue Battery charging speed 50% lebih lambat dari spesifikasi, aging cell suspect Kondisi lembab dengan salt spray exposure, potential corrosion issue"",0,Normal manufacturing bugs"
1360,Motor Brushless Error Ground loop terdeteksi saat penggunaan di area dengan EMI tinggi Lingkungan dengan vibration tinggi dari mesin industri tekstil,0,Normal manufacturing bugs
"1361,""Koneksi JST Longgar DCDC converter short circuit detected, protection mechanism active Mechanical vibration 10G dari transportation truck selama 8 jam"",0,Normal manufacturing bugs"
"1362,""Impedance Mismatch Signal Display LCD tidak menampilkan gambar, backlight normal, IC driver suspect Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
1363,Sensor Timeout Error Kapasitor meledak setelah thermal cycling 500 siklus di lingkungan panas Penggunaan 24/7 kontinyu selama 30 hari tanpa maintenance break,0,Normal manufacturing bugs
"1364,""Network Connection Lost Impedance mismatch pada PCB trace 50 ohm, causing signal reflection Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
"1365,""Impedance Mismatch Signal Battery charging speed 50% lebih lambat dari spesifikasi, aging cell suspect Mechanical vibration 10G dari transportation truck selama 8 jam"",0,Normal manufacturing bugs"
"1366,""Lensa Optics Fogging Konektor JST longgar setelah insertion 100 kali, perlu tighter tolerance Penggunaan di lapangan dengan suhu ambient 35-40 Celsius"",0,Normal manufacturing bugs"
"1367,""Solderan Retak di Pad IC DCDC converter short circuit detected, protection mechanism active Kondisi lembab dengan salt spray exposure, potential corrosion issue"",0,Normal manufacturing bugs"
"1368,""LED Brightness Flicker Motor brushless hall sensor intermittent, causing speed fluctuation Outdoor installation tanpa weather protection, exposure to sun radiation"",0,Normal manufacturing bugs"
1369,Power Supply Tidak Output Ground loop terdeteksi saat penggunaan di area dengan EMI tinggi High EMI environment dari power distribution dan RF transmission,0,Normal manufacturing bugs
"1370,""Nonton Film Oppenheimer di Bioskop Review penerbangan Garuda ke Amerika sangat positive! Seat comfortable dengan legroom luas, makanan enak terutama nasi kuning dan ayam, entertainment system punya film terbaru. Flight attendant caring dan helpful. Personal experience sharing"",1,Vacation/story spam"
"1371,""Cerita Berkunjung ke Rumah Nenek di Desa Pengalaman naik pesawat international untuk pertama kalinya sangat nerve wracking! Penerbangan ke Bangkok 3 jam, makanan di pesawat standar tapi entertainment systemnya lengkap. Pengen segera naik pesawat lagi. Personal experience sharing"",1,Vacation/story spam"
1372,Nonton Film Oppenheimer di Bioskop Liburan keluarga ke Disneyland Thailand lalu minggu adalah best decision! Anak-anak sangat happy bermain di theme park itu. Tiket bisa dibeli online lebih murah dari gate. Rekomendasi stay 3 hari untuk explore semua wahana. Personal experience sharing,1,Vacation/story spam
1373,Pengalaman Hiking Gunung Rinjani Tapi Capek Liburan keluarga ke Disneyland Thailand lalu minggu adalah best decision! Anak-anak sangat happy bermain di theme park itu. Tiket bisa dibeli online lebih murah dari gate. Rekomendasi stay 3 hari untuk explore semua wahana. Personal experience sharing,1,Vacation/story spam
"1374,""Review Penerbangan Garuda Ke Amerika Liburan romantis ke Bali dengan pasangan adalah unforgettable experience. Sunset dinner di tepi pantai sambil dengar ombak, spa couples massage, dan jalan-jalan di Ubud yang nature banget. Bikin hubungan lebih kuat. Personal experience sharing"",1,Vacation/story spam"
"1375,""Review Penerbangan Garuda Ke Amerika Pengalaman naik pesawat international untuk pertama kalinya sangat nerve wracking! Penerbangan ke Bangkok 3 jam, makanan di pesawat standar tapi entertainment systemnya lengkap. Pengen segera naik pesawat lagi. Personal experience sharing"",1,Vacation/story spam"
"1376,""Pengalaman Diving di Kepulauan Seribu Tips traveling hemat ke luar negeri: booking penerbangan 3 bulan sebelumnya, gunakan travel rewards, stay di airbnb bukan hotel mahal. Saya udah ke 15 negara dengan budget terbatas. Bisa sharing pengalaman lebih detail kalau ada yang minat. Personal experience sharing"",1,Vacation/story spam"
"1377,""Liburan Akhir Tahun ke Negara Korea Review penerbangan Garuda ke Amerika sangat positive! Seat comfortable dengan legroom luas, makanan enak terutama nasi kuning dan ayam, entertainment system punya film terbaru. Flight attendant caring dan helpful. Personal experience sharing"",1,Vacation/story spam"
1378,Liburan Romantis ke Bali dengan Pasangan Airlines terbaik tahun ini menurut saya Garuda Indonesia karena pelayanan ramah dan tepat waktu. Air Asia lebih murah tapi sering delay. Singapore Airlines mahal tapi luxury. Pengen coba JAL dan ANA yang kabarnya bagus. Personal experience sharing,1,Vacation/story spam
"1379,""Pengalaman Traveling ke Lombok Cerita liburan ke Yogyakarta sangat menyenangkan! Mengunjungi Borobudur, Prambanan, dan Taman Pintar. Makanan lokal sangat enak apalagi bakpia dan gudeg. Rekomendasi tempat menginap dekat malioboro street. Personal experience sharing"",1,Vacation/story spam"
1380,Kuliner Tradisional Jawa Tengah Enak Sunset di Pantai Kuta Bali adalah yang terindah yang pernah saya lihat. Warna orange dan pink di langit sangat memukau. Banyak turis tapi suasananya tetap nyaman. Cocok untuk relaksasi dan reflection diri. Personal experience sharing,1,Vacation/story spam
1381,Pengalaman Kurban di Kampung Halaman Airlines terbaik tahun ini menurut saya Garuda Indonesia karena pelayanan ramah dan tepat waktu. Air Asia lebih murah tapi sering delay. Singapore Airlines mahal tapi luxury. Pengen coba JAL dan ANA yang kabarnya bagus. Personal experience sharing,1,Vacation/story spam
"1382,""Pengalaman Traveling ke Lombok Cerita lucu di konser musik Jakarta tempo hari waktu nonton artis favorite: stage pyrotechnic accidentally nyala lebih awal, fans excited banget jumping sambil teriakan. Suasana penonton very enthusiastic dan fun vibes. Personal experience sharing"",1,Vacation/story spam"
"1383,""Cerita Berkunjung ke Rumah Nenek di Desa Pengalaman diving di Kepulauan Seribu sungguh amazing! Terumbu karang masih cantik, ikan-ikan warna-warni banyak. Instruktur diving professional dan safety equipment standar internasional. Sertifikat Open Water bisa diperoleh dalam 3 hari. Personal experience sharing"",1,Vacation/story spam"
"1384,""Pengalaman Staycation di Resort Bandung Ada restoran baru di Bandung yang opening bulan lalu, makanannya fusion Indonesia dan Eropa. Suasana cozy dengan interior bagus, cocok untuk date night atau gathering teman-teman. Harga menu sekitar 150rb per orang. Personal experience sharing"",1,Vacation/story spam"
"1385,""Pengalaman Kurban di Kampung Halaman Ada restoran baru di Bandung yang opening bulan lalu, makanannya fusion Indonesia dan Eropa. Suasana cozy dengan interior bagus, cocok untuk date night atau gathering teman-teman. Harga menu sekitar 150rb per orang. Personal experience sharing"",1,Vacation/story spam"
1386,Review Hotel 5 Bintang di Jakarta Saya planning liburan ke Bali bulan depan dengan keluarga besar. Ada yang pernah ke sana? Mohon rekomendasinya tempat hotel dan restoran yang bagus. Budget terbatas tapi mau pengalaman bagus. Personal experience sharing,1,Vacation/story spam
1387,Review Restoran Seafood Terbaik di Bali Liburan keluarga ke Disneyland Thailand lalu minggu adalah best decision! Anak-anak sangat happy bermain di theme park itu. Tiket bisa dibeli online lebih murah dari gate. Rekomendasi stay 3 hari untuk explore semua wahana. Personal experience sharing,1,Vacation/story spam
"1388,""Liburan Akhir Tahun ke Negara Korea Rekomendasi kafe bagus di Surabaya yang lagi trending: Kafe Lokal Roastery di Jl Basuki. Kopi specialty mereka very good quality, barista tahu cara brew yang tepat. Interior minimalis modern dan lagu live session setiap weekend. Personal experience sharing"",1,Vacation/story spam"
"1389,""Cerita Liburan ke Yogyakarta Seru Banget Rekomendasi kafe bagus di Surabaya yang lagi trending: Kafe Lokal Roastery di Jl Basuki. Kopi specialty mereka very good quality, barista tahu cara brew yang tepat. Interior minimalis modern dan lagu live session setiap weekend. Personal experience sharing"",1,Vacation/story spam"
"1390,""Makan di Restoran Baru di Bandung Tips foto landscape di Gunung Bromo yang bagus: pergi subuh untuk sunrise, bawa tripod dan ND filter, posisi di Bukit Penanjakan. Mist pagi sangat dramatic dan membuat foto lebih menarik. Timing kamera setting ISO 100 shutter 1/125. Personal experience sharing"",1,Vacation/story spam"
1391,Review Penerbangan Garuda Ke Amerika Saya planning liburan ke Bali bulan depan dengan keluarga besar. Ada yang pernah ke sana? Mohon rekomendasinya tempat hotel dan restoran yang bagus. Budget terbatas tapi mau pengalaman bagus. Personal experience sharing,1,Vacation/story spam
1392,Pengalaman Naik Pesawat International Saya planning liburan ke Bali bulan depan dengan keluarga besar. Ada yang pernah ke sana? Mohon rekomendasinya tempat hotel dan restoran yang bagus. Budget terbatas tapi mau pengalaman bagus. Personal experience sharing,1,Vacation/story spam
"1393,""Cerita Perjalanan ke Swiss yang Menginspirasi Rekomendasi kafe bagus di Surabaya yang lagi trending: Kafe Lokal Roastery di Jl Basuki. Kopi specialty mereka very good quality, barista tahu cara brew yang tepat. Interior minimalis modern dan lagu live session setiap weekend. Personal experience sharing"",1,Vacation/story spam"
1394,Review Airlines Terbaik Tahun Ini Airlines terbaik tahun ini menurut saya Garuda Indonesia karena pelayanan ramah dan tepat waktu. Air Asia lebih murah tapi sering delay. Singapore Airlines mahal tapi luxury. Pengen coba JAL dan ANA yang kabarnya bagus. Personal experience sharing,1,Vacation/story spam
1395,Pengalaman Kurban di Kampung Halaman Sunset di Pantai Kuta Bali adalah yang terindah yang pernah saya lihat. Warna orange dan pink di langit sangat memukau. Banyak turis tapi suasananya tetap nyaman. Cocok untuk relaksasi dan reflection diri. Personal experience sharing,1,Vacation/story spam
"1396,""Sunset Indah di Pantai Kuta Bali Rekomendasi kafe bagus di Surabaya yang lagi trending: Kafe Lokal Roastery di Jl Basuki. Kopi specialty mereka very good quality, barista tahu cara brew yang tepat. Interior minimalis modern dan lagu live session setiap weekend. Personal experience sharing"",1,Vacation/story spam"
"1397,""Cerita Lucu di Konser Musik Jakarta Kemarin menginap di hotel 5 bintang di Jakarta, pelayanannya luar biasa! Breakfast buffet sangat lengkap dengan berbagai pilihan internasional. Harga sekitar 2 juta per malam tapi dapat fasilitas lengkap. Personal experience sharing"",1,Vacation/story spam"
"1398,""Tips Backpacking Hemat ke Eropa Kemarin menginap di hotel 5 bintang di Jakarta, pelayanannya luar biasa! Breakfast buffet sangat lengkap dengan berbagai pilihan internasional. Harga sekitar 2 juta per malam tapi dapat fasilitas lengkap. Personal experience sharing"",1,Vacation/story spam"
1399,Pengalaman Kurban di Kampung Halaman Saya planning liburan ke Bali bulan depan dengan keluarga besar. Ada yang pernah ke sana? Mohon rekomendasinya tempat hotel dan restoran yang bagus. Budget terbatas tapi mau pengalaman bagus. Personal experience sharing,1,Vacation/story spam
9001,Voltage Regulation Fail Ground loop terdeteksi saat penggunaan di area dengan EMI tinggi Lingkungan dengan vibration tinggi dari mesin industri tekstil,0,genuine_manufacturing
9002,Power Supply Error Kegagalan output stage pada kondisi beban penuh Penggunaan di lapangan dengan suhu ambient 35-40 Celsius,0,genuine_manufacturing
9003,DCDC Converter Short DCDC converter short circuit detected protection mechanism active Extreme temperature cycling dari -10C hingga 60C,0,genuine_manufacturing
9004,Voltage Drop Detected Output tidak stabil pada perubahan beban dinamis High EMI environment dari power distribution dan RF transmission,0,genuine_manufacturing
9005,Tegangan output drop 20% saat beban naik dari 50% ke 100% load Penggunaan outdoor tanpa weather protection,0,genuine_manufacturing
9006,Power supply overheat setelah operasi 8 jam kontinyu temperature mencapai 95C Lingkungan panas 40C,0,genuine_manufacturing
9007,Regulator LDO output ripple 500mV melebihi spesifikasi maksimal 50mV Kondisi beban dinamis,0,genuine_manufacturing
9008,Fuse putus berulang pada jalur power utama 12V setelah 200 jam operasi Area industri berat,0,genuine_manufacturing
9009,UPS backup gagal switch saat PLN mati mendadak delay 500ms terlalu lama Server room,0,genuine_manufacturing
9010,Arus bocor terdeteksi pada ground rail PCB utama sebesar 50mA Kondisi lembab,0,genuine_manufacturing
9011,Solderan Retak di Pad IC Solderan retak akibat thermal cycling 100 siklus Mechanical vibration 10G dari transportation truck,0,genuine_manufacturing
9012,Solderan Retak Solderan retak pada pad IC driver akibat mechanical vibration 5G Penggunaan di lapangan dengan suhu ambient 35-40 Celsius,0,genuine_manufacturing
9013,PCB pad retak akibat mechanical stress assembly High EMI environment dari power distribution,0,genuine_manufacturing
9014,Cold solder joint terdeteksi pada pin 3 IC regulator saat inspeksi visual QC Station,0,genuine_manufacturing
9015,Tombstone defect pada resistor 0402 di jalur produksi SMT Line 2 Assembly area,0,genuine_manufacturing
9016,Solder bridge antara pin 5 dan 6 IC TSSOP menyebabkan short circuit Inspection area,0,genuine_manufacturing
9017,PCB delaminasi pada layer 4 setelah reflow soldering temperature 260C Production floor,0,genuine_manufacturing
9018,Via hole crack terdeteksi pada plated through hole diameter 0.3mm Vibration test lab,0,genuine_manufacturing
9019,Solder paste insufficient pada pad QFN menyebabkan open circuit SMT production line,0,genuine_manufacturing
9020,Flux residue berlebih pada board setelah wave soldering perlu cleaning Produksi,0,genuine_manufacturing
9021,Kapasitor Meledak Kapasitor meledak setelah thermal cycling 500 siklus di lingkungan panas Penggunaan di lapangan,0,genuine_manufacturing
9022,Kapasitor Meledak Pada PCB Power Komponen rusak karena tegangan berlebih saat testing Outdoor installation,0,genuine_manufacturing
9023,Capacitor leakage current melebihi spesifikasi maksimal Penggunaan 24/7 kontinyu selama 30 hari,0,genuine_manufacturing
9024,Resistor overcurrent menyebabkan panas berlebih pada jalur sensing Lingkungan industri,0,genuine_manufacturing
9025,Transistor MOSFET fail saat switching frequency tinggi 500kHz Test bench lab,0,genuine_manufacturing
9026,IC driver thermal shutdown terjadi pada temperature 95C ambient Outdoor posko,0,genuine_manufacturing
9027,Dioda zener breakdown voltage bergeser 10% dari spesifikasi Aging test 1000 jam,0,genuine_manufacturing
9028,Induktor saturasi pada arus puncak menyebabkan EMI berlebih Production test,0,genuine_manufacturing
9029,Crystal oscillator frequency drift 50ppm setelah 2000 jam operasi Field deployment,0,genuine_manufacturing
9030,Relay contact resistance naik 10x setelah 50000 switching cycles Industrial site,0,genuine_manufacturing
9031,Sensor Timeout Error Sensor timeout terjadi pada perubahan suhu rapid dari 20C ke 50C Kondisi lembab,0,genuine_manufacturing
9032,Sensor accelerometer output noise floor meningkat 3x setelah drop test Lab pengujian,0,genuine_manufacturing
9033,GPS module kehilangan sinyal di area semi-indoor dengan atap metal Gedung pabrik,0,genuine_manufacturing
9034,Bluetooth BLE connection intermittent pada jarak lebih dari 5 meter Area produksi,0,genuine_manufacturing
9035,WiFi module gagal connect ke AP setelah firmware update v2.3 Office environment,0,genuine_manufacturing
9036,RS485 communication error rate meningkat saat kabel lebih dari 100 meter Site lapangan,0,genuine_manufacturing
9037,UART buffer overflow saat menerima data burst 10000 packet berturut-turut Lab test,0,genuine_manufacturing
9038,I2C bus hang setelah 72 jam operasi kontinyu perlu power cycle untuk recovery Server room,0,genuine_manufacturing
9039,SPI clock speed tidak stabil menyebabkan data corruption intermittent R&D lab,0,genuine_manufacturing
9040,LoRa modul jangkauan berkurang 50% di area urban dengan banyak interference Outdoor,0,genuine_manufacturing
9041,Konektor JST longgar setelah insertion 100 kali perlu tighter tolerance Produksi,0,genuine_manufacturing
9042,USB Port Not Detected USB port connection intermittent mechanical wear pada connector pin Field use,0,genuine_manufacturing
9043,Koneksi Longgar Konektor JST longgar setelah insertion 100 kali Lingkungan dengan vibration tinggi,0,genuine_manufacturing
9044,Enclosure seal bocor menyebabkan moisture ingress pada PCB Outdoor installation,0,genuine_manufacturing
9045,Mounting bracket patah setelah vibration test 10G selama 4 jam Test lab,0,genuine_manufacturing
9046,Kabel ribbon putus pada titik tekukan setelah 5000 siklus bending Mekanisme slider,0,genuine_manufacturing
9047,Gasket O-ring degradasi akibat paparan chemical solvent Industrial area,0,genuine_manufacturing
9048,Heatsink thermal paste kering setelah 2 tahun operasi Service center,0,genuine_manufacturing
9049,Fan bearing noise meningkat setelah 15000 jam operasi Data center,0,genuine_manufacturing
9050,Spring contact pada battery holder kehilangan elastisitas Production QC,0,genuine_manufacturing
9051,Display LCD Blank Display LCD tidak menampilkan gambar backlight normal IC driver suspect Posko lapangan,0,genuine_manufacturing
9052,LED Brightness Flicker LED brightness flicker pada frequency 100Hz PWM timing issue Penggunaan outdoor,0,genuine_manufacturing
9053,OLED display burn-in setelah menampilkan static image selama 6 bulan Monitor station,0,genuine_manufacturing
9054,Touchscreen tidak responsif pada area sudut kanan bawah setelah drop test QC area,0,genuine_manufacturing
9055,LED driver constant current tidak stabil ripple 20% Lingkungan panas,0,genuine_manufacturing
9056,Seven segment display segment C mati pada digit 3 Assembly line,0,genuine_manufacturing
9057,TFT display warna bergeser kebiruan setelah 5000 jam operasi Field unit,0,genuine_manufacturing
9058,Backlight LED degradasi brightness turun 30% setelah 10000 jam Outdoor display,0,genuine_manufacturing
9059,Motor Brushless Error Motor brushless hall sensor intermittent causing speed fluctuation Field deployment,0,genuine_manufacturing
9060,Stepper motor kehilangan step pada kecepatan diatas 1000rpm Production machine,0,genuine_manufacturing
9061,Servo motor overheating pada duty cycle diatas 80% Robot assembly,0,genuine_manufacturing
9062,Motor DC brush aus menyebabkan sparking berlebih Mesin conveyor,0,genuine_manufacturing
9063,Actuator linear stroke berkurang 5mm dari spesifikasi Packaging line,0,genuine_manufacturing
9064,Solenoid valve response time lambat 50ms dibanding spec 10ms Pneumatic system,0,genuine_manufacturing
9065,Battery Charging Slow Battery charging speed 50% lebih lambat dari spesifikasi aging cell suspect Field unit,0,genuine_manufacturing
9066,Battery swelling terdeteksi pada unit setelah 300 charge cycles Warehouse inspection,0,genuine_manufacturing
9067,Charging IC tidak mendeteksi battery saat temperature dibawah 0C Cold storage,0,genuine_manufacturing
9068,Battery capacity turun 40% setelah 500 charge discharge cycles Portable device,0,genuine_manufacturing
9069,Overcharge protection tidak aktif pada voltage 4.3V melebihi batas aman Test lab,0,genuine_manufacturing
9070,Firmware crash setelah OTA update versi 3.2.1 pada 30% unit Production batch,0,genuine_manufacturing
9071,Watchdog timer tidak reset menyebabkan device reboot setiap 2 jam Field unit,0,genuine_manufacturing
9072,Memory leak pada task komunikasi sebesar 4KB per jam Embedded system,0,genuine_manufacturing
9073,Boot time meningkat dari 5 detik menjadi 25 detik setelah update Server unit,0,genuine_manufacturing
9074,Stack overflow pada interrupt handler saat multiple sensor trigger bersamaan Lab test,0,genuine_manufacturing
9075,EEPROM write cycle exceeded menyebabkan data corruption Aging unit,0,genuine_manufacturing
9076,RTC drift 30 detik per hari akibat crystal accuracy rendah Batch production,0,genuine_manufacturing
9077,DMA transfer error pada peripheral SPI menyebabkan data loss R&D prototype,0,genuine_manufacturing
9078,Thermal Shutdown 85 Derajat Thermal shutdown terpicu pada suhu 85C melebihi spesifikasi maksimal Outdoor posko,0,genuine_manufacturing
9079,Thermal Runaway Degradasi performa setelah 100 jam test field Penggunaan di lapangan,0,genuine_manufacturing
9080,Junction temperature IC mencapai 150C melebihi maximum rating 125C Enclosed system,0,genuine_manufacturing
9081,Thermal pad tidak kontak dengan heatsink menyebabkan hotspot 20C diatas normal Assembly defect,0,genuine_manufacturing
9082,Thermal fuse open setelah overheat event pada power stage Production test,0,genuine_manufacturing
9083,Visual inspection menemukan scratch pada lens protective cover Incoming QC,0,genuine_manufacturing
9084,Dimensi PCB tidak sesuai drawing selisih 0.5mm pada sisi panjang Incoming inspection,0,genuine_manufacturing
9085,Solder joint fracture terdeteksi pada X-ray inspection komponen BGA Failure analysis,0,genuine_manufacturing
9086,Coating conformal mengelupas pada area dekat heatsink Environmental test,0,genuine_manufacturing
9087,Label barcode tidak terbaca oleh scanner setelah aging test 85C Packaging,0,genuine_manufacturing
9088,Ground loop interference menyebabkan noise pada measurement Posko lapangan,0,genuine_manufacturing
